2001	1
2101	2
2111	3
2201	4
2211	5
2301	6
2311	7
2321	8
2331	9
2401	10
2501	11
2601	12
2611	13
2701	14
3001	15
4001	16
4011	17
4021	18
4101	19
4111	20
4201	21
5001	22
5011	23
5021	24
5101	25
5201	26
5301	27
5401	28
6001	29
6101	30
6201	31
6211	32
6221	33
6301	34
6401	35
7001	36
7011	37
7021	38
7101	39
8101	40
8111	41
8121	42
8201	43
8211	44
8301	45
9001	46
9011	47
9021	48
9031	49
9041	50
9051	51
9061	52
9071	53
9081	54
2002	55
2102	56
2112	57
2202	58
2212	59
2302	60
2312	61
2322	62
2332	63
2402	64
2502	65
2602	66
2612	67
2702	68
3002	69
4002	70
4012	71
4022	72
4102	73
4112	74
4202	75
5002	76
5012	77
5022	78
5102	79
5202	80
5302	81
5402	82
6002	83
6102	84
6202	85
6212	86
6222	87
6302	88
6402	89
7002	90
7012	91
7022	92
7102	93
8102	94
8112	95
8122	96
8202	97
8212	98
8302	99
9002	100
9012	101
9022	102
9032	103
9042	104
9052	105
9062	106
9072	107
9082	108
9100	109
9110	110
9120	111
9130	112
9140	113
9150	114
9160	115
9170	116

